STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,040-Indirect Costs,"2,668","23,845",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,041-Audit Fund Set Aside,"1,877","2,519",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,042-Additional Fringe Benefits,"6,934","15,375",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,"057-Books, Periodicals, Subscripti",0,100,0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,059-Temp Full Time,"99,747","121,611",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,060-Benefits,"67,567","90,860",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,066-Employee training,0,500,0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,070-In-State Travel Reimbursement,160,"1,300",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,072-Grants-Federal,"911,486","1,460,000",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,080-Out-Of State Travel,"3,015","6,650",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Expense,102-Contracts for program services,"743,956","761,000",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Funding,000-Federal Funds,"1,877,017","2,543,488",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25080000-PROJECT AWARE,Position,FTE1-Permanent Classified,1,1,0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,010-Personal Services-Perm. Classi,"216,882","303,142","384,487",0,"384,487","393,015",0,"393,015"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,018-Overtime,0,0,"5,500",0,"5,500","5,500",0,"5,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,020-Current Expenses,5,"2,200","2,200",0,"2,200","2,200",0,"2,200"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,026-Organizational Dues,299,400,"1,500",0,"1,500","1,500",0,"1,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,027-Transfers To Oit,"20,488","23,858","24,600",0,"24,600","25,337",0,"25,337"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,028-Transfers to Plant & Prop,"9,159","12,128","16,370",0,"16,370","16,116",0,"16,116"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,029-Intra-Agency Transfers,140,"2,250","57,386",0,"57,386","58,178",0,"58,178"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,030-Equipment New/Replacement,0,"1,000","1,000",0,"1,000","1,000",0,"1,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,037-Technology - Hardware,0,"2,400","6,900",0,"6,900","6,900",0,"6,900"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,038-Technology - Software,164,"1,050","1,000",0,"1,000","1,000",0,"1,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,039-Telecommunications,"2,784","1,668","3,303",0,"3,303","3,303",0,"3,303"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,040-Indirect Costs,"12,055","50,795","63,207",0,"63,207","65,767",0,"65,767"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,041-Audit Fund Set Aside,"45,633","49,263","53,056",0,"53,056","53,055",0,"53,055"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,042-Additional Fringe Benefits,"13,256","29,101","41,174",0,"41,174","42,674",0,"42,674"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,050-Personal Service-Temp/Appointe,0,"13,810","1,500",0,"1,500","6,500",0,"6,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,"057-Books, Periodicals, Subscripti",0,400,400,0,400,400,0,400
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,060-Benefits,"139,680","204,646","273,369",0,"273,369","289,690",0,"289,690"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,066-Employee training,0,"1,200","1,200",0,"1,200","1,200",0,"1,200"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,070-In-State Travel Reimbursement,960,"3,500","3,500",0,"3,500","3,500",0,"3,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,072-Grants-Federal,"45,141,732","47,960,000","51,289,376",0,"51,289,376","51,289,376",0,"51,289,376"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,080-Out-Of State Travel,"5,137","14,610","19,500",0,"19,500","19,500",0,"19,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,102-Contracts for program services,"22,785","680,000","840,000",0,"840,000","804,000",0,"804,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,230-Interpreter Services,0,100,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Expense,235-Transcription Services,0,100,"6,000",0,"6,000","6,000",0,"6,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Funding,000-Federal Funds,"45,631,159","49,357,621","53,096,628",0,"53,096,628","53,095,811",0,"53,095,811"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25090000-TITLE I-A COMPENSATORY ED,Position,FTE1-Permanent Classified,4,4,5,0,5,5,0,5
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,010-Personal Services-Perm. Classi,"160,599","156,075","95,919",0,"95,919","96,268",0,"96,268"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,018-Overtime,0,0,"1,100",0,"1,100","1,100",0,"1,100"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,020-Current Expenses,25,900,"1,000",0,"1,000",500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,026-Organizational Dues,"21,545","19,950","21,546",0,"21,546","21,546",0,"21,546"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,027-Transfers To Oit,"4,039","11,929","4,920",0,"4,920","5,067",0,"5,067"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,028-Transfers to Plant & Prop,"1,832","6,064","3,274",0,"3,274","3,223",0,"3,223"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,029-Intra-Agency Transfers,565,"1,850","26,374",0,"26,374","26,724",0,"26,724"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,030-Equipment New/Replacement,0,500,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,037-Technology - Hardware,0,500,"2,300",0,"2,300",500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,038-Technology - Software,0,550,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,039-Telecommunications,"1,117","1,665",999,0,999,999,0,999
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,040-Indirect Costs,"9,985","39,147","41,213",0,"41,213","42,039",0,"42,039"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,041-Audit Fund Set Aside,"10,336","10,864","12,362",0,"12,362","12,373",0,"12,373"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,042-Additional Fringe Benefits,"9,926","23,835","28,206",0,"28,206","28,890",0,"28,890"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,050-Personal Service-Temp/Appointe,0,"83,752","172,406",0,"172,406","178,615",0,"178,615"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,"057-Books, Periodicals, Subscripti",0,400,400,0,400,400,0,400
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,060-Benefits,"89,177","131,466","61,678",0,"61,678","64,305",0,"64,305"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,066-Employee training,0,500,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,070-In-State Travel Reimbursement,148,"2,350","3,500",0,"3,500","3,500",0,"3,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,072-Grants-Federal,"9,795,929","10,137,500","10,772,190",0,"10,772,190","10,772,190",0,"10,772,190"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,080-Out-Of State Travel,"2,238","10,000","8,900",0,"8,900","8,900",0,"8,900"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Expense,102-Contracts for program services,"227,713","249,000","1,003,000",0,"1,003,000","1,005,000",0,"1,005,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Funding,000-Federal Funds,"10,335,174","10,888,797","12,262,787",0,"12,262,787","12,273,639",0,"12,273,639"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25100000-TITLE II-A PROF DEVELOP,Position,FTE1-Permanent Classified,2,2,1,0,1,1,0,1
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,010-Personal Services-Perm. Classi,"6,689","69,122",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,020-Current Expenses,0,350,350,0,350,350,0,350
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,026-Organizational Dues,0,100,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,027-Transfers To Oit,"3,839","5,966",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,028-Transfers to Plant & Prop,"1,832","3,033",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,029-Intra-Agency Transfers,0,"1,250","7,999",0,"7,999","8,082",0,"8,082"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,030-Equipment New/Replacement,0,100,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,037-Technology - Hardware,0,100,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,038-Technology - Software,175,175,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,039-Telecommunications,0,517,400,0,400,400,0,400
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,040-Indirect Costs,574,"11,855","1,885",0,"1,885","1,917",0,"1,917"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,041-Audit Fund Set Aside,605,945,648,0,648,649,0,649
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,042-Additional Fringe Benefits,412,"7,921","1,124",0,"1,124","1,155",0,"1,155"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,050-Personal Service-Temp/Appointe,0,"14,146","10,770",0,"10,770","11,071",0,"11,071"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,060-Benefits,"3,965","38,662",847,0,847,870,0,870
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,070-In-State Travel Reimbursement,0,550,550,0,550,550,0,550
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,072-Grants-Federal,"586,460","798,340","615,142",0,"615,142","615,142",0,"615,142"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,080-Out-Of State Travel,0,800,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Expense,102-Contracts for program services,0,"1,000","9,000",0,"9,000","9,000",0,"9,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Funding,000-Federal Funds,"604,551","954,932","649,615",0,"649,615","650,086",0,"650,086"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25110000-TITLE V-B RURAL/LOW INCOME SCH,Position,FTE1-Permanent Classified,1,1,0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,010-Personal Services-Perm. Classi,"46,907","89,682",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,020-Current Expenses,47,"1,100",500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,026-Organizational Dues,0,400,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,027-Transfers To Oit,"3,839","5,966",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,028-Transfers to Plant & Prop,"1,832","3,033",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,029-Intra-Agency Transfers,197,"1,700","3,220",0,"3,220","3,253",0,"3,253"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,030-Equipment New/Replacement,0,100,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,037-Technology - Hardware,0,"1,500",100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,038-Technology - Software,0,175,100,0,100,100,0,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,039-Telecommunications,911,"1,347",500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,040-Indirect Costs,"2,381","15,942","1,092",0,"1,092","1,092",0,"1,092"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,041-Audit Fund Set Aside,184,297,90,0,90,90,0,90
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,042-Additional Fringe Benefits,"2,839","9,868",532,0,532,532,0,532
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,050-Personal Service-Temp/Appointe,0,"11,461","5,000",0,"5,000","5,000",0,"5,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,060-Benefits,"27,400","50,791",393,0,393,393,0,393
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,066-Employee training,0,500,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,070-In-State Travel Reimbursement,"1,648","6,600",500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,072-Grants-Federal,"89,745","50,000",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,080-Out-Of State Travel,"2,814","4,750",500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Expense,102-Contracts for program services,"3,515","50,000","72,930",0,"72,930","72,930",0,"72,930"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Funding,000-Federal Funds,"184,259","305,212","86,557",0,"86,557","86,590",0,"86,590"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25120000-TITLE I-C MIGRANT EDUCATION,Position,FTE1-Permanent Classified,1,1,0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25130000-MIGRANT EDUCATION CONSORTIUM,Expense,010-Personal Services-Perm. Classi,"11,012","69,456",0,0,0,0,0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25130000-MIGRANT EDUCATION CONSORTIUM,Expense,020-Current Expenses,"1,245",500,500,0,500,500,0,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25130000-MIGRANT EDUCATION CONSORTIUM,Expense,026-Organizational Dues,0,"1,000","1,000",0,"1,000","1,000",0,"1,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,GRT562010-LEARNER SUPPORT,010-General Fund,25130000-MIGRANT EDUCATION CONSORTIUM,Expense,027-Transfers To Oit,"2,347","5,966",0,0,0,0,0,0
