Agency Title,Agency Code,Fiscal Year,Effective Date,Account,Account Type,Account Category (Ex),Account Summary (Ex),Goal,Funds,Fund Title,Fund Category,Vendor,Amount,Agency Title 
"Agriculture, Department of",210,2024,2024-06-21,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,639.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-24,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1002,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-10,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,168,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-10,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,17.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-01,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1014.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-25,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1059.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-27,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,16.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-07,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,1619.73,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-07-10,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,49.99,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-08,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,2759.54,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-07-18,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,149.97,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-09,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,3779.37,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-09-07,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,49.99,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-13,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,359.94,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-09-15,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,299.94,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-14,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,299.95,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-15,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,1799.7,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-16,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,299.95,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-17,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,299.95,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-20,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,719.88,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-21,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,179.97,"Agriculture, Department of"
"Administration, Department of",200,2024,2024-05-08,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,7800.8,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-06,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,326741.98,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-08,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,6686.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-16,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11144,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-20,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,22065.12,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-03,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,3343.2,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-21,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,16716,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-05,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,25555.5,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-24,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,20950.72,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-06,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,6686.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-28,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,4457.6,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-07,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,5572,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-04,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,229343.52,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-10,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,24655.07,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-05,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,73550.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-13,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,150036.76,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-06,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,39003.6,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-17,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,2228.8,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-07,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,112554.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-24,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,14487.2,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-18,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11144,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-27,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,16047.36,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-21,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11144,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-28,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,6686.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-26,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,195019.22,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-31,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,79214.58,"Administration, Department of"
"Agriculture, Department of",210,2024,2023-11-22,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,1559.74,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-01,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,3179.47,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-02,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,2219.63,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-03,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,659.89,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-06,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,3359.44,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-24,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,3299.45,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-27,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,1319.78,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-28,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,899.85,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-29,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,1614.69,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-30,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,99.96,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-01,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,534.8,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-04,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,74.97,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-08,444000,Revenue,,,Economic Development,33007,Ag Department Inspection Acct: FundMarket Reporting,Dedicated,,759.78,"Agriculture, Department of"
"Administration, Department of",200,2024,2023-12-27,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,4457.6,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-01,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,8692.32,"Administration, Department of"
"Administration, Department of",200,2024,2023-12-29,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,25631.2,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-02,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,106982.4,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-02,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,1114.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-03,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,28974.4,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-03,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11812.64,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-04,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,66525.3,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-04,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,12258.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-07,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,8915.2,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-05,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,6686.4,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-08,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,146877.92,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-08,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,184767.12,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-18,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,2228.8,"Administration, Department of"
