STATE OF NEW HAMPSHIRE,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,
GOVERNOR'S FY24 - FY25 RECOMMENDED BUDGET - BUDGET VERSION: 2024F01,,,,,,,,,,,
RUN DATE: 02/08/2023,,,,,,,,,,,
,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY22 Actual ,FY23 Adj Auth,FY24 Gov Recommend,FY25 Gov Recommend
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,012-Personal Services-Unclassified,"125,935","133,055",0,0
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,020-Current Expenses,"2,697","5,300","5,300","5,300"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,029-Intra-Agency Transfers,83,"1,500","1,500","1,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,030-Equipment New/Replacement,564,"1,000","1,000","1,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,038-Technology - Software,875,450,880,850
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,039-Telecommunications,"3,977","5,040","5,111","4,824"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,050-Personal Service-Temp/Appointe,0,0,"5,000","5,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,"057-Books, Periodicals, Subscripti",633,"1,550","1,550","1,550"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,060-Benefits,"120,254","142,552","166,165","173,431"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,066-Employee training,"5,999","100,000","100,000","100,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,070-In-State Travel Reimbursement,"1,490","2,450","2,450","2,450"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,080-Out-Of State Travel,74,"3,600","3,600","3,600"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Expense,102-Contracts for program services,"149,000","218,170","245,000","245,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Funding,00S-General Fund,"-525,906","-764,863","-859,297","-868,896"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Position,FTE1-Permanent Classified,2,2,3,3
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60030000-DEPUTY COMMISSIONER,Position,FTE2-Unclassified Positions,1,1,1,1
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60040000-AGENCY WIDE INDIRECT COST,Expense,040-Indirect Costs,0,0,"1,563,426","1,601,178"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60040000-AGENCY WIDE INDIRECT COST,Funding,00C-Agency Indirect Cost Recoveries,0,0,"-1,563,426","-1,601,178"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60060000-TEACHERS COMPETENCE FUND,Expense,107-Scholarships & Grants,"4,937","6,000","6,000","6,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,60060000-TEACHERS COMPETENCE FUND,Funding,003-Revolving Funds,"-4,937","-6,000","-6,000","-6,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,65300000-PRINTING REVOLVING FUND,Expense,020-Current Expenses,"14,266","19,500","19,500","19,500"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,65300000-PRINTING REVOLVING FUND,Expense,022-Rents-Leases Other Than State,"12,848","20,000","20,000","20,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,65300000-PRINTING REVOLVING FUND,Expense,039-Telecommunications,0,500,500,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,65300000-PRINTING REVOLVING FUND,Funding,003-Revolving Funds,"-27,114","-40,000","-40,000","-40,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,010-Personal Services-Perm. Classi,"64,401","171,882","199,056","205,904"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,018-Overtime,907,"1,000","1,000","1,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,020-Current Expenses,108,"3,000","3,000","3,000"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,029-Intra-Agency Transfers,17,500,500,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,030-Equipment New/Replacement,0,500,500,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,037-Technology - Hardware,0,100,100,100
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,038-Technology - Software,0,500,500,500
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,039-Telecommunications,"1,010","1,860","1,251","1,251"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,060-Benefits,"36,145","88,590","121,799","128,714"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,066-Employee training,0,900,900,900
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Expense,080-Out-Of State Travel,0,"4,200","4,200","4,200"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Funding,00S-General Fund,"-102,588","-273,032","-332,806","-346,569"
06-EDUCATION,00056-EDUCATION DEPT,056-EDUCATION DEPT,ODC560510-OFFICE OF DEP COMMISSIONER,010-General Fund,70070000-FISCAL MANAGEMENT,Position,FTE1-Permanent Classified,3,3,3,3
06-EDUCATION,00058-COMMUNITY COLLEGE SYSTEM OF NH,058-COMMUNITY COLLEGE SYSTEM OF NH,TCS580010-NH COMM TECH COLLEGE SYSTEM,010-General Fund,59310000-COLLEGE SYSTEM OFFICE,Expense,635-CCSNH of New Hampshire Funding,"57,500,000","56,000,000","61,130,000","63,530,000"
06-EDUCATION,00058-COMMUNITY COLLEGE SYSTEM OF NH,058-COMMUNITY COLLEGE SYSTEM OF NH,TCS580010-NH COMM TECH COLLEGE SYSTEM,010-General Fund,59310000-COLLEGE SYSTEM OFFICE,Funding,00S-General Fund,"-57,500,000","-56,000,000","-61,130,000","-63,530,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,CRG832013-COUNCIL FOR RESPONSBLE GAMBLNG,013-Sweepstakes Fund-Lottery,80540000-COUNCIL FOR RESPONSBLE GAMBLNG,Expense,070-In-State Travel Reimbursement,0,"2,000","250,000","250,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,CRG832013-COUNCIL FOR RESPONSBLE GAMBLNG,013-Sweepstakes Fund-Lottery,80540000-COUNCIL FOR RESPONSBLE GAMBLNG,Expense,102-Contracts for program services,"96,944","98,000",0,0
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,CRG832013-COUNCIL FOR RESPONSBLE GAMBLNG,013-Sweepstakes Fund-Lottery,80540000-COUNCIL FOR RESPONSBLE GAMBLNG,Funding,003-Revolving Funds,"-4,527",0,0,0
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,CRG832013-COUNCIL FOR RESPONSBLE GAMBLNG,013-Sweepstakes Fund-Lottery,80540000-COUNCIL FOR RESPONSBLE GAMBLNG,Funding,00S-Sweepstakes Fund-Lottery,"-92,417","-100,000","-250,000","-250,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,010-Personal Services-Perm. Classi,"3,671,257","4,673,054","4,890,705","5,010,119"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,011-Personal Services-Unclassified,"19,976","20,817","20,578","20,928"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,012-Personal Services-Unclassified,"21,196","23,698","22,676","22,676"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,013-Personal Services-Unclassified,"125,935","133,356","127,854","127,855"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,017-FT Employees Special Payments,"54,000","60,000","120,000","120,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,018-Overtime,"73,541","75,000","90,000","90,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,019-Holiday Pay,"1,816","3,000","3,000","3,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,020-Current Expenses,"335,092","529,500","445,000","479,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,022-Rents-Leases Other Than State,"58,407","59,800","65,000","65,500"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,023-Heat- Electricity - Water,"40,080","45,500","55,000","55,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,024-Maint.Other Than Build.- Grnds,506,"10,000","5,000","5,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,026-Organizational Dues,"27,370","35,000","35,000","35,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,027-Transfers To Oit,"427,819","724,660","986,465","1,262,531"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,030-Equipment New/Replacement,"155,466","60,000","271,085","100,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,034-Capital Projects,0,0,"672,954",0
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,039-Telecommunications,"74,995","88,000","83,000","87,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,040-Indirect Costs,"162,523","161,076","152,306","152,306"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,044-Debt Service Other Agencies,"2,710,006",0,0,0
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,046-Consultants,"8,449","9,500","10,000","12,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,049-Transfer to Other State Agenci,"2,794","10,379","3,776","3,998"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,050-Personal Service-Temp/Appointe,"114,125","169,480","130,000","130,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,060-Benefits,"2,136,340","2,769,831","3,047,621","3,205,463"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,062-Workers Compensation,"14,128","12,260","27,583","28,557"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,064-Ret-Pension Bene-Health Ins,"298,821","470,200","314,800","352,400"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,066-Employee training,"8,566","20,000","20,000","23,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,068-Remuneration,0,1,0,0
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,069-Promotional - Marketing Expens,"2,602,839","2,675,000","3,375,000","3,375,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,070-In-State Travel Reimbursement,"64,928","91,500","88,000","91,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,080-Out-Of State Travel,115,"5,600","4,600","4,600"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,103-Contracts for Op Services,"43,588","55,000","66,000","70,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,106-Goods For Resale,0,1,1,1
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Expense,211-Property and Casualty Insuranc,"5,163","5,980","6,003","6,607"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Funding,003-Revolving Funds,"-16,765",0,0,0
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Funding,00S-Sweepstakes Fund-Lottery,"-13,243,076","-12,997,193","-15,139,007","-14,938,541"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Position,FTE1-Permanent Classified,82,82,89,89
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,LOT830013-NH LOTTERY COMMISSION,013-Sweepstakes Fund-Lottery,20280000-NH LOTTERY DIVISION,Position,FTE2-Unclassified Positions,4,4,4,4
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,UNC831513-UNEMPLOYMENT COMPENSATION,013-Sweepstakes Fund-Lottery,52980000-UNEMPLOYMENT COMPENSATION,Expense,061-Unemployment Compensation,0,"5,000","5,000","5,000"
06-EDUCATION,00083-LOTTERY COMMISSION,083-LOTTERY COMMISSION,UNC831513-UNEMPLOYMENT COMPENSATION,013-Sweepstakes Fund-Lottery,52980000-UNEMPLOYMENT COMPENSATION,Funding,00S-Sweepstakes Fund-Lottery,0,"-5,000","-5,000","-5,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,020-Current Expenses,0,"25,000","25,000","25,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,021-Food for Institutions and Depts,0,"50,000","50,000","50,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,037-Technology - Hardware,0,"2,000","2,000",0
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,039-Telecommunications,0,500,500,500
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,046-Consultants,0,"10,000","10,000","10,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,049-Transfer to Other State Agenci,0,"50,000","50,000","50,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,050-Personal Service-Temp/Appointe,0,"51,909","37,021","37,022"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,060-Benefits,0,"2,000","4,910","4,910"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,066-Employee training,0,"10,000","10,000","10,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,067-Training of Providers,0,"600,000","600,000","600,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,070-In-State Travel Reimbursement,0,"50,000","50,000","50,000"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Expense,102-Contracts for program services,0,"248,591","260,569","262,567"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,72380000-POLICE CRISIS INTERVENTION TRN,Funding,00S-General Fund,0,"-1,100,000","-1,100,000","-1,099,999"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,010-Personal Services-Perm. Classi,"333,898","511,852","621,506","638,165"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,011-Personal Services-Unclassified,"109,311","115,504","110,682","110,682"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,018-Overtime,"1,064","2,000","3,500","3,500"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,019-Holiday Pay,0,0,"2,115","2,207"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,020-Current Expenses,"39,704","43,215","48,750","48,750"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,022-Rents-Leases Other Than State,"2,536","2,714","4,600","4,600"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,023-Heat- Electricity - Water,"71,384","77,795","83,070","85,937"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,024-Maint.Other Than Build.- Grnds,"156,689","182,447","191,150","191,150"
06-EDUCATION,00087-POLICE STDS & TRAINING COUNCIL,087-POLICE STDS & TRAINING COUNCIL,ADM870510-ADMIN & STANDARDS,010-General Fund,89800000-ADMINISTRATION AND STANDARDS,Expense,026-Organizational Dues,590,850,"1,000","1,000"
