STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Expense,502-Payments To Providers,1306561,1210000,1210000,0,1210000,1210000,0,1210000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Expense,512-Transportation of  Clients,1469277,1779506,1779506,0,1779506,1779506,0,1779506
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Expense,540-Social Service Contracts,864150,1446031,1446032,0,1446032,1446032,0,1446032
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Expense,541-Meals - Home Del & Cong,6657409,7209955,9670486,4192767,13863253,9670486,4192767,13863253
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Expense,544-Meals - Home Delivered,109063,0,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Expense,570-Family Care Giver,547531,585850,585850,0,585850,585850,0,585850
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Funding,000-Federal Funds,7669287,8455646,8472323,0,8472323,8534331,0,8534331
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Funding,00S-General Fund,4985885,8889380,8176863,4942767,13119630,8163178,4942767,13105945
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Position,FTE1-Permanent Classified,12,12,12,0,12,12,0,12
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,78720000-ADM ON AGING GRANTS,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89170000-HEALTH PROMOTION CONTRACTS,Expense,020-Current Expenses,19862,14844,14844,0,14844,14844,0,14844
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89170000-HEALTH PROMOTION CONTRACTS,Expense,026-Organizational Dues,0,1,1,0,1,1,0,1
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89170000-HEALTH PROMOTION CONTRACTS,Expense,041-Audit Fund Set Aside,137,116,117,0,117,117,0,117
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89170000-HEALTH PROMOTION CONTRACTS,Expense,074-Grants for Pub Asst and Relief,105459,100930,101974,0,101974,101974,0,101974
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89170000-HEALTH PROMOTION CONTRACTS,Funding,000-Federal Funds,125458,115891,116936,0,116936,116936,0,116936
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,020-Current Expenses,579,2640,2640,0,2640,2640,0,2640
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,038-Technology - Software,0,200,200,0,200,200,0,200
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,039-Telecommunications,969,4800,4800,0,4800,4800,0,4800
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,041-Audit Fund Set Aside,719,862,861,0,861,861,0,861
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,042-Additional Fringe Benefits,12001,15576,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,059-Temp Full Time,185905,199103,182207,0,182207,185844,0,185844
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,060-Benefits,61873,88275,37772,0,37772,38526,0,38526
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,070-In-State Travel Reimbursement,0,3584,3584,0,3584,3584,0,3584
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,074-Grants for Pub Asst and Relief,455228,473800,473800,0,473800,473800,0,473800
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Expense,080-Out-Of State Travel,5315,10500,10500,0,10500,10500,0,10500
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89200000-MONEY FOLLOWS THE PERSON,Funding,000-Federal Funds,722589,799340,716364,0,716364,720755,0,720755
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Expense,010-Personal Services-Perm. Classi,61426,64817,68682,0,68682,71739,0,71739
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Expense,020-Current Expenses,1317,1400,1400,0,1400,1400,0,1400
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Expense,041-Audit Fund Set Aside,114,134,167,0,167,173,0,173
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Expense,042-Additional Fringe Benefits,3585,6503,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Expense,060-Benefits,46934,36357,54003,0,54003,57564,0,57564
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Expense,074-Grants for Pub Asst and Relief,2754,51239,51239,0,51239,51239,0,51239
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Funding,000-Federal Funds,101618,144233,166620,0,166620,172766,0,172766
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Funding,00S-General Fund,14512,16217,8871,0,8871,9349,0,9349
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89250000-MEDICAID SERVICES GRANTS-SHIP,Position,FTE1-Permanent Classified,1,1,1,0,1,1,0,1
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89430000-ALZHEIMERS & RELATED DISORDERS,Expense,103-Contracts for Op Services,0,250000,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89430000-ALZHEIMERS & RELATED DISORDERS,Expense,502-Payments To Providers,304888,302508,302508,0,302508,302508,0,302508
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,89430000-ALZHEIMERS & RELATED DISORDERS,Funding,00S-General Fund,304888,552508,302508,0,302508,302508,0,302508
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,90100000-VOLUNTEER ACTIVITIES,Expense,102-Contracts for program services,26874,40000,40000,0,40000,40000,0,40000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,90100000-VOLUNTEER ACTIVITIES,Expense,103-Contracts for Op Services,15398,100000,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,90100000-VOLUNTEER ACTIVITIES,Funding,00S-General Fund,42272,140000,40000,0,40000,40000,0,40000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,041-Audit Fund Set Aside,4179,5477,5477,0,5477,5477,0,5477
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,074-Grants for Pub Asst and Relief,22435,169737,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,102-Contracts for program services,227411,175000,165000,0,165000,165000,0,165000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,103-Contracts for Op Services,0,0,177395,92000,269395,177395,92000,269395
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,543-Adult In Home Care,3665400,5316138,5316138,0,5316138,5316138,0,5316138
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,544-Meals - Home Delivered,2745616,3956411,4112472,1717288,5829760,4112472,1717288,5829760
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,545-I & R Contracts,7077,27484,27484,0,27484,27484,0,27484
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Expense,566-Adult Group Daycare,209550,487466,333631,0,333631,333631,0,333631
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Funding,000-Federal Funds,4106197,5482819,5482819,0,5482819,5482819,0,5482819
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,92550000-SOCIAL SERVICES BLOCK GRANT,Funding,00S-General Fund,2775471,4654894,4654778,1809288,6464066,4654778,1809288,6464066
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,010-Personal Services-Perm. Classi,54267,0,137909,0,137909,142330,0,142330
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,020-Current Expenses,6524,10000,10000,0,10000,10000,0,10000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,039-Telecommunications,2588,4000,4000,0,4000,4000,0,4000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,041-Audit Fund Set Aside,1834,1915,2080,0,2080,2080,0,2080
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,060-Benefits,18028,0,42835,0,42835,44726,0,44726
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,074-Grants for Pub Asst and Relief,1831919,2955880,2955880,0,2955880,2955880,0,2955880
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,103-Contracts for Op Services,53478,843800,802391,0,802391,802391,0,802391
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,545-I & R Contracts,104217,161115,161115,0,161115,161115,0,161115
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Expense,570-Family Care Giver,342696,420000,420000,0,420000,420000,0,420000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Funding,000-Federal Funds,1057035,1917031,2082088,0,2082088,2082088,0,2082088
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Funding,00S-General Fund,1358516,2479679,2454122,0,2454122,2460434,0,2460434
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,GRT481010-GRANTS FOR SOCIAL SVC PROG,010-General Fund,95650000-SERVICELINK,Position,FTE1-Permanent Classified,2,2,2,0,2,2,0,2
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,010-Personal Services-Perm. Classi,4479413,4789590,4897961,0,4897961,4984270,0,4984270
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,012-Personal Services-Unclassified,111982,115287,116423,0,116423,116424,0,116424
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,018-Overtime,4175,2240,2000,0,2000,2000,0,2000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,020-Current Expenses,9127,9250,9250,0,9250,9250,0,9250
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,030-Equipment New/Replacement,800,2158,2158,0,2158,2158,0,2158
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,039-Telecommunications,29616,33000,33000,0,33000,33000,0,33000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,041-Audit Fund Set Aside,513,665,737,0,737,759,0,759
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,042-Additional Fringe Benefits,28533,51741,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,050-Personal Service-Temp/Appointe,80166,139747,129143,0,129143,131724,0,131724
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,060-Benefits,2476939,2684767,2844150,0,2844150,2994562,0,2994562
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,066-Employee training,0,500,500,0,500,500,0,500
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,070-In-State Travel Reimbursement,115168,156000,156000,0,156000,156000,0,156000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Expense,080-Out-Of State Travel,2001,2000,2000,0,2000,2000,0,2000
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Funding,000-Federal Funds,686235,763002,737909,0,737909,759468,0,759468
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Funding,00S-General Fund,6652198,7223943,7455413,0,7455413,7673179,0,7673179
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Position,FTE1-Permanent Classified,69,69,69,0,69,69,0,69
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,OPS480510-PROGRAM OPERATIONS,010-General Fund,92500000-APSW OPERATIONS,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,WNF482010-WAIVER AND NURSING FACILITIES,010-General Fund,21520000-WAIVER/NF PMTS-COUNTY PARTIC,Expense,041-Audit Fund Set Aside,183438,191636,214228,1192,215420,230157,1351,231508
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,WNF482010-WAIVER AND NURSING FACILITIES,010-General Fund,21520000-WAIVER/NF PMTS-COUNTY PARTIC,Expense,502-Payments To Providers,31535,0,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,WNF482010-WAIVER AND NURSING FACILITIES,010-General Fund,21520000-WAIVER/NF PMTS-COUNTY PARTIC,Expense,504-Nursing Home Payments,263166780,245910559,303355759,0,303355759,325696307,0,325696307
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,WNF482010-WAIVER AND NURSING FACILITIES,010-General Fund,21520000-WAIVER/NF PMTS-COUNTY PARTIC,Expense,505-Mid-Level Care Expenses,1815271,0,0,0,0,0,0,0
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,WNF482010-WAIVER AND NURSING FACILITIES,010-General Fund,21520000-WAIVER/NF PMTS-COUNTY PARTIC,Expense,506-Home Support Waiver Services,108585518,141574795,125100958,2383388,127484346,134616982,2702284,137319266
05-HEALTH AND SOCIAL SERVICES,00095-HEALTH AND HUMAN SVCS DEPT,048-HHS: DLTSS-BUR ADULT & AGING,WNF482010-WAIVER AND NURSING FACILITIES,010-General Fund,21520000-WAIVER/NF PMTS-COUNTY PARTIC,Expense,529-Home Health Care Waiver Servic,558716,0,0,0,0,0,0,0
